transaction_id,merchant_id,customer_id,amount,payment_method,device,location,transaction_time,incident_type,previous_transactions,previous_failures,previous_success_rate,retry_count,is_high_value,transaction_velocity,strategy,recovery_probability,recovery_success,recovered_amount
txn-0015317,demo-merchant-001,customer-00968,2368.0,NETBANKING,DESKTOP,Chennai,2026-07-23 10:42:36.711365,,3,1,0.6667,2,False,1,NO_ACTION,0.0,0,0.0
txn-0023390,demo-merchant-001,customer-04374,1864.6,CARD,DESKTOP,Delhi,2026-07-30 17:34:15.711365,,6,2,0.6667,0,False,4,SMART_RETRY,0.27,0,0.0
txn-0028963,demo-merchant-001,customer-01692,10345.06,WALLET,ANDROID,Chennai,2026-07-15 09:57:20.711365,,5,0,1.0,0,True,2,SMART_RETRY,0.35,1,10345.06
txn-0002685,demo-merchant-001,customer-01080,2614.82,UPI,ANDROID,Bengaluru,2026-06-10 21:34:18.711365,UPI_DEGRADATION,0,0,1.0,0,False,5,SMART_RETRY,0.61,1,2614.82
txn-0006919,demo-merchant-001,customer-03287,3924.18,WALLET,DESKTOP,Chennai,2026-06-12 20:35:58.711365,EVENING_DEGRADATION,2,1,0.5,0,False,1,NO_ACTION,0.0,0,0.0
txn-0018654,demo-merchant-001,customer-01441,3796.39,WALLET,IOS,Mumbai,2026-07-23 22:24:22.711365,,2,1,0.5,0,False,1,SMART_RETRY,0.285,0,0.0
txn-0006163,demo-merchant-001,customer-02981,2257.53,CARD,DESKTOP,Chennai,2026-08-28 18:28:45.711365,EVENING_DEGRADATION,1,1,0.0,0,False,5,ALTERNATIVE_PAYMENT,0.485,0,0.0
txn-0003324,demo-merchant-001,customer-04828,37054.44,CARD,IOS,Mumbai,2026-08-15 23:05:46.711365,HIGH_VALUE_CARD_DEGRADATION,1,0,1.0,0,True,3,ALTERNATIVE_PAYMENT,0.81,1,37054.44
txn-0037849,demo-merchant-001,customer-04205,1644.84,WALLET,DESKTOP,Delhi,2026-08-18 11:10:25.711365,,10,3,0.7,0,False,4,ALTERNATIVE_PAYMENT,0.355,0,0.0
txn-0034219,demo-merchant-001,customer-02988,3440.58,NETBANKING,IOS,Mumbai,2026-06-06 21:43:16.711365,,5,1,0.8,0,False,2,NO_ACTION,0.0,0,0.0
txn-0015852,demo-merchant-001,customer-01411,2640.68,WALLET,IOS,Chennai,2026-08-29 10:37:12.711365,,6,0,1.0,0,False,4,NO_ACTION,0.0,0,0.0
txn-0006381,demo-merchant-001,customer-02596,2429.43,NETBANKING,ANDROID,Mumbai,2026-08-04 19:00:53.711365,EVENING_DEGRADATION,2,0,1.0,0,False,3,NO_ACTION,0.0,0,0.0
txn-0002014,demo-merchant-001,customer-01679,942.92,UPI,ANDROID,Bengaluru,2026-06-10 20:00:07.711365,UPI_DEGRADATION,0,0,1.0,0,False,5,ALTERNATIVE_PAYMENT,0.56,0,0.0
txn-0022884,demo-merchant-001,customer-04311,3001.12,NETBANKING,IOS,Mumbai,2026-06-07 09:28:39.711365,,5,0,1.0,0,False,4,ALTERNATIVE_PAYMENT,0.48,1,3001.12
txn-0005674,demo-merchant-001,customer-02359,1443.66,CARD,IOS,Bengaluru,2026-08-31 20:55:42.711365,EVENING_DEGRADATION,0,0,1.0,0,False,2,ALTERNATIVE_PAYMENT,0.66,1,1443.66
txn-0023953,demo-merchant-001,customer-03776,1084.88,WALLET,IOS,Bengaluru,2026-08-18 19:44:13.711365,,4,0,1.0,0,False,5,NO_ACTION,0.0,0,0.0
txn-0007452,demo-merchant-001,customer-02851,1207.4,NETBANKING,DESKTOP,Mumbai,2026-07-21 20:56:59.711365,EVENING_DEGRADATION,1,0,1.0,1,False,2,ALTERNATIVE_PAYMENT,0.53,0,0.0
txn-0002883,demo-merchant-001,customer-01248,1230.79,UPI,ANDROID,Bengaluru,2026-07-05 21:43:31.711365,UPI_DEGRADATION,0,0,1.0,0,False,4,NO_ACTION,0.0,0,0.0
txn-0003750,demo-merchant-001,customer-03189,10805.51,CARD,IOS,Mumbai,2026-07-16 07:13:47.711365,HIGH_VALUE_CARD_DEGRADATION,1,1,0.0,2,True,5,SMART_RETRY,0.125,0,0.0
txn-0027932,demo-merchant-001,customer-01580,4097.75,UPI,IOS,Chennai,2026-07-31 12:28:43.711365,,3,0,1.0,0,False,3,ALTERNATIVE_PAYMENT,0.48,0,0.0
txn-0037359,demo-merchant-001,customer-02067,2784.02,UPI,DESKTOP,Delhi,2026-06-18 04:29:24.711365,,4,0,1.0,0,False,3,ALTERNATIVE_PAYMENT,0.48,0,0.0
txn-0006412,demo-merchant-001,customer-01541,6092.83,NETBANKING,DESKTOP,Bengaluru,2026-06-05 20:49:03.711365,EVENING_DEGRADATION,0,0,1.0,1,False,1,NO_ACTION,0.0,0,0.0
txn-0008800,demo-merchant-001,customer-01125,3770.91,UPI,ANDROID,Delhi,2026-07-25 01:09:08.711365,,2,0,1.0,0,False,2,NO_ACTION,0.0,0,0.0
txn-0016619,demo-merchant-001,customer-03719,513.56,NETBANKING,ANDROID,Hyderabad,2026-08-10 11:24:06.711365,,6,2,0.6667,1,False,1,SMART_RETRY,0.22,0,0.0
txn-0008265,demo-merchant-001,customer-02504,2197.48,NETBANKING,ANDROID,Bengaluru,2026-07-07 11:51:49.711365,,2,1,0.5,0,False,3,SMART_RETRY,0.285,1,2197.48
txn-0000100,demo-merchant-001,customer-01849,1657.78,UPI,ANDROID,Bengaluru,2026-08-10 23:28:58.711365,UPI_DEGRADATION,0,0,1.0,0,False,5,SMART_RETRY,0.61,1,1657.78
txn-0025998,demo-merchant-001,customer-04491,3069.63,CARD,DESKTOP,Chennai,2026-06-05 11:15:31.711365,,7,0,1.0,2,False,5,NO_ACTION,0.0,0,0.0
txn-0042465,demo-merchant-001,customer-03217,1770.09,NETBANKING,IOS,Chennai,2026-08-19 01:27:36.711365,,10,1,0.9,0,False,4,ALTERNATIVE_PAYMENT,0.465,0,0.0
txn-0032278,demo-merchant-001,customer-04852,394.42,NETBANKING,DESKTOP,Bengaluru,2026-08-19 03:29:37.711365,,7,2,0.7143,0,False,1,SMART_RETRY,0.27,0,0.0
txn-0049741,demo-merchant-001,customer-02341,3365.35,UPI,DESKTOP,Chennai,2026-07-24 02:07:16.711365,,11,3,0.7273,0,False,2,SMART_RETRY,0.305,0,0.0
txn-0025742,demo-merchant-001,customer-02641,1432.66,CARD,ANDROID,Bengaluru,2026-06-10 11:08:24.711365,,2,0,1.0,0,False,3,ALTERNATIVE_PAYMENT,0.56,0,0.0
txn-0004481,demo-merchant-001,customer-04677,17166.56,CARD,IOS,Mumbai,2026-06-26 21:59:23.711365,HIGH_VALUE_CARD_DEGRADATION,0,0,1.0,0,True,3,NO_ACTION,0.0,0,0.0
txn-0005734,demo-merchant-001,customer-02073,3705.24,CARD,IOS,Bengaluru,2026-07-19 19:45:33.711365,EVENING_DEGRADATION,2,2,0.0,1,False,5,SMART_RETRY,0.26,1,3705.24
txn-0016511,demo-merchant-001,customer-01319,402.84,WALLET,IOS,Chennai,2026-08-03 17:59:15.711365,,2,0,1.0,0,False,4,SMART_RETRY,0.38,0,0.0
txn-0042729,demo-merchant-001,customer-03066,2984.36,UPI,DESKTOP,Hyderabad,2026-08-15 14:02:25.711365,,11,2,0.8182,0,False,2,ALTERNATIVE_PAYMENT,0.37,0,0.0
txn-0021612,demo-merchant-001,customer-04348,1670.39,UPI,DESKTOP,Bengaluru,2026-06-16 12:50:35.711365,,7,1,0.8571,0,False,3,NO_ACTION,0.0,0,0.0
txn-0042290,demo-merchant-001,customer-00587,747.74,NETBANKING,IOS,Mumbai,2026-07-09 00:45:16.711365,,6,1,0.8333,1,False,4,SMART_RETRY,0.235,0,0.0
txn-0040344,demo-merchant-001,customer-00862,1961.79,UPI,DESKTOP,Chennai,2026-06-14 06:51:41.711365,,14,1,0.9286,1,False,5,NO_ACTION,0.0,0,0.0
txn-0012653,demo-merchant-001,customer-03932,2512.24,CARD,ANDROID,Chennai,2026-06-22 09:21:20.711365,,6,0,1.0,1,False,4,SMART_RETRY,0.33,0,0.0
txn-0035383,demo-merchant-001,customer-02512,3167.77,CARD,ANDROID,Hyderabad,2026-07-11 10:37:38.711365,,9,1,0.8889,0,False,2,ALTERNATIVE_PAYMENT,0.465,0,0.0
txn-0035596,demo-merchant-001,customer-01708,1746.49,CARD,IOS,Bengaluru,2026-08-21 08:52:37.711365,,3,0,1.0,0,False,2,NO_ACTION,0.0,0,0.0
txn-0043591,demo-merchant-001,customer-01829,4373.88,WALLET,IOS,Mumbai,2026-06-15 21:55:58.711365,,5,2,0.6,0,False,5,ALTERNATIVE_PAYMENT,0.37,0,0.0
txn-0004970,demo-merchant-001,customer-01983,38842.19,CARD,IOS,Mumbai,2026-06-21 20:02:59.711365,HIGH_VALUE_CARD_DEGRADATION,1,0,1.0,0,True,1,ALTERNATIVE_PAYMENT,0.81,1,38842.19
txn-0002938,demo-merchant-001,customer-01858,1664.47,UPI,ANDROID,Bengaluru,2026-06-10 23:56:26.711365,UPI_DEGRADATION,1,1,0.0,0,False,1,NO_ACTION,0.0,0,0.0
txn-0012225,demo-merchant-001,customer-04161,1337.25,WALLET,DESKTOP,Bengaluru,2026-07-06 19:28:13.711365,,2,1,0.5,0,False,1,ALTERNATIVE_PAYMENT,0.385,1,1337.25
txn-0001425,demo-merchant-001,customer-01589,867.01,UPI,ANDROID,Bengaluru,2026-07-12 21:25:11.711365,UPI_DEGRADATION,0,0,1.0,0,False,5,ALTERNATIVE_PAYMENT,0.56,0,0.0
txn-0003824,demo-merchant-001,customer-03459,37301.62,CARD,IOS,Mumbai,2026-08-02 23:34:44.711365,HIGH_VALUE_CARD_DEGRADATION,1,0,1.0,0,True,4,NO_ACTION,0.0,0,0.0
txn-0022338,demo-merchant-001,customer-04578,3166.03,NETBANKING,ANDROID,Delhi,2026-07-25 09:56:17.711365,,2,0,1.0,0,False,1,ALTERNATIVE_PAYMENT,0.48,1,3166.03
txn-0043305,demo-merchant-001,customer-04353,9899.64,NETBANKING,ANDROID,Bengaluru,2026-08-04 20:08:25.711365,,6,0,1.0,0,False,5,ALTERNATIVE_PAYMENT,0.48,0,0.0
txn-0019386,demo-merchant-001,customer-02588,10290.99,CARD,DESKTOP,Hyderabad,2026-08-16 12:22:16.711365,,2,0,1.0,0,True,4,SMART_RETRY,0.35,1,10290.99
txn-0007935,demo-merchant-001,customer-02479,1078.31,WALLET,IOS,Bengaluru,2026-07-10 19:14:37.711365,EVENING_DEGRADATION,1,0,1.0,0,False,5,SMART_RETRY,0.5,1,1078.31
txn-0003838,demo-merchant-001,customer-03115,42477.85,CARD,IOS,Mumbai,2026-07-03 21:11:02.711365,HIGH_VALUE_CARD_DEGRADATION,1,0,1.0,0,True,2,ALTERNATIVE_PAYMENT,0.81,1,42477.85
txn-0004335,demo-merchant-001,customer-01326,34128.52,CARD,IOS,Mumbai,2026-07-12 16:36:58.711365,HIGH_VALUE_CARD_DEGRADATION,1,1,0.0,0,True,3,SMART_RETRY,0.225,0,0.0
txn-0011494,demo-merchant-001,customer-04536,2525.59,UPI,IOS,Delhi,2026-07-09 00:59:06.711365,,3,1,0.6667,0,False,5,ALTERNATIVE_PAYMENT,0.385,1,2525.59
txn-0017262,demo-merchant-001,customer-00442,1683.19,NETBANKING,ANDROID,Chennai,2026-07-02 01:46:42.711365,,2,0,1.0,0,False,4,NO_ACTION,0.0,0,0.0
txn-0028287,demo-merchant-001,customer-01991,1186.31,NETBANKING,ANDROID,Hyderabad,2026-07-03 05:16:16.711365,,2,1,0.5,0,False,2,NO_ACTION,0.0,0,0.0
txn-0003797,demo-merchant-001,customer-04140,26213.01,CARD,IOS,Mumbai,2026-09-02 19:55:38.711365,HIGH_VALUE_CARD_DEGRADATION,0,0,1.0,0,True,4,SMART_RETRY,0.4,0,0.0
txn-0040333,demo-merchant-001,customer-00016,618.59,UPI,ANDROID,Mumbai,2026-07-08 00:03:06.711365,,13,0,1.0,0,False,3,NO_ACTION,0.0,0,0.0
txn-0042274,demo-merchant-001,customer-02167,2373.64,NETBANKING,DESKTOP,Chennai,2026-08-13 10:33:58.711365,,12,4,0.6667,0,False,3,ALTERNATIVE_PAYMENT,0.34,0,0.0
txn-0036812,demo-merchant-001,customer-03794,1775.67,WALLET,DESKTOP,Hyderabad,2026-07-21 05:25:27.711365,,8,3,0.625,1,False,4,ALTERNATIVE_PAYMENT,0.305,0,0.0
txn-0040444,demo-merchant-001,customer-02257,2002.79,UPI,IOS,Bengaluru,2026-07-05 15:26:34.711365,,7,0,1.0,0,False,2,ALTERNATIVE_PAYMENT,0.48,0,0.0
txn-0004832,demo-merchant-001,customer-03057,17529.29,CARD,IOS,Mumbai,2026-08-09 09:00:50.711365,HIGH_VALUE_CARD_DEGRADATION,3,0,1.0,0,True,1,NO_ACTION,0.0,0,0.0
txn-0045066,demo-merchant-001,customer-00859,1001.78,CARD,ANDROID,Chennai,2026-07-10 07:58:54.711365,,8,0,1.0,0,False,1,SMART_RETRY,0.38,0,0.0
txn-0036028,demo-merchant-001,customer-03503,1621.05,NETBANKING,IOS,Mumbai,2026-07-06 09:08:41.711365,,6,1,0.8333,0,False,5,NO_ACTION,0.0,0,0.0
txn-0004575,demo-merchant-001,customer-01026,33059.56,CARD,IOS,Mumbai,2026-08-15 08:03:17.711365,HIGH_VALUE_CARD_DEGRADATION,0,0,1.0,0,True,4,ALTERNATIVE_PAYMENT,0.81,1,33059.56
txn-0005191,demo-merchant-001,customer-04613,28382.52,CARD,IOS,Mumbai,2026-08-31 18:33:34.711365,HIGH_VALUE_CARD_DEGRADATION,2,1,0.5,0,True,1,ALTERNATIVE_PAYMENT,0.715,1,28382.52
txn-0022773,demo-merchant-001,customer-01642,554.3,WALLET,ANDROID,Chennai,2026-06-26 17:55:51.711365,,4,0,1.0,0,False,1,SMART_RETRY,0.38,0,0.0
txn-0020558,demo-merchant-001,customer-04526,978.64,CARD,DESKTOP,Bengaluru,2026-08-19 20:04:08.711365,,5,1,0.8,0,False,3,ALTERNATIVE_PAYMENT,0.465,1,978.64
txn-0006525,demo-merchant-001,customer-03607,3990.71,NETBANKING,DESKTOP,Delhi,2026-06-13 19:16:31.711365,EVENING_DEGRADATION,0,0,1.0,0,False,2,ALTERNATIVE_PAYMENT,0.58,1,3990.71
