transaction_id,merchant_id,customer_id,amount,currency,payment_method,status,failure_reason,device,location,transaction_time,attempt_number,hour,day_of_week,is_high_value,is_new_customer,previous_transactions,previous_failures,previous_success_rate,retry_count,transaction_velocity,is_incident,incident_type
txn-0001415,demo-merchant-001,customer-02638,1195.22,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-08-05 21:05:16.711365,1,21,2,False,True,0,0,1.0,0,1,True,UPI_DEGRADATION
txn-0018472,demo-merchant-001,customer-04906,994.72,INR,NETBANKING,SUCCESS,,ANDROID,Bengaluru,2026-07-29 05:44:22.711365,1,5,2,False,False,3,1,0.6667,0,1,False,
txn-0029283,demo-merchant-001,customer-03963,1471.4,INR,CARD,SUCCESS,,ANDROID,Bengaluru,2026-07-11 20:13:53.711365,1,20,5,False,False,6,1,0.8333,0,2,False,
txn-0015178,demo-merchant-001,customer-03653,956.74,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-06-14 04:33:38.711365,1,4,6,False,False,6,3,0.5,0,5,False,
txn-0034305,demo-merchant-001,customer-02171,770.58,INR,WALLET,SUCCESS,,DESKTOP,Chennai,2026-08-22 11:07:41.711365,1,11,5,False,False,3,0,1.0,0,5,False,
txn-0012610,demo-merchant-001,customer-01197,3575.04,INR,WALLET,SUCCESS,,IOS,Delhi,2026-08-04 05:02:46.711365,1,5,1,False,False,1,0,1.0,0,5,False,
txn-0012145,demo-merchant-001,customer-03753,1491.01,INR,NETBANKING,FAILED,Temporary network failure,DESKTOP,Bengaluru,2026-07-22 03:55:01.711365,1,3,2,False,True,0,0,1.0,0,4,False,
txn-0006114,demo-merchant-001,customer-00075,2734.78,INR,WALLET,FAILED,Temporary network failure,DESKTOP,Bengaluru,2026-07-13 20:41:37.711365,1,20,0,False,False,3,0,1.0,0,4,True,EVENING_DEGRADATION
txn-0015909,demo-merchant-001,customer-00841,3413.76,INR,WALLET,SUCCESS,,ANDROID,Delhi,2026-08-17 04:02:24.711365,1,4,0,False,False,5,1,0.8,0,4,False,
txn-0000822,demo-merchant-001,customer-02122,6175.72,INR,UPI,FAILED,Temporary network failure,ANDROID,Bengaluru,2026-06-18 20:04:04.711365,1,20,3,False,True,0,0,1.0,0,3,True,UPI_DEGRADATION
txn-0015119,demo-merchant-001,customer-02365,939.22,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-08-20 23:05:14.711365,1,23,3,False,False,1,1,0.0,0,4,False,
txn-0013467,demo-merchant-001,customer-00586,4329.1,INR,CARD,SUCCESS,,IOS,Chennai,2026-06-11 17:57:52.711365,1,17,3,False,False,2,0,1.0,0,1,False,
txn-0026498,demo-merchant-001,customer-00994,2605.78,INR,WALLET,SUCCESS,,IOS,Delhi,2026-08-27 15:12:15.711365,1,15,3,False,False,5,2,0.6,0,1,False,
txn-0042112,demo-merchant-001,customer-04674,1247.85,INR,CARD,SUCCESS,,IOS,Bengaluru,2026-08-26 08:27:37.711365,1,8,2,False,False,8,0,1.0,0,4,False,
txn-0030189,demo-merchant-001,customer-01296,482.16,INR,WALLET,FAILED,Authentication failure,IOS,Delhi,2026-07-04 13:41:38.711365,1,13,5,False,False,3,0,1.0,0,5,False,
txn-0037238,demo-merchant-001,customer-04760,1013.22,INR,CARD,SUCCESS,,ANDROID,Chennai,2026-08-11 20:55:21.711365,1,20,1,False,False,6,1,0.8333,0,1,False,
txn-0033110,demo-merchant-001,customer-04534,631.51,INR,CARD,SUCCESS,,DESKTOP,Mumbai,2026-07-23 17:09:17.711365,1,17,3,False,False,5,1,0.8,0,5,False,
txn-0036481,demo-merchant-001,customer-03496,1009.0,INR,UPI,SUCCESS,,IOS,Chennai,2026-07-28 15:26:53.711365,1,15,1,False,False,6,0,1.0,0,4,False,
txn-0024149,demo-merchant-001,customer-02560,690.04,INR,UPI,SUCCESS,,ANDROID,Mumbai,2026-08-13 07:29:37.711365,1,7,3,False,False,5,2,0.6,0,1,False,
txn-0005504,demo-merchant-001,customer-01118,376.98,INR,CARD,SUCCESS,,ANDROID,Bengaluru,2026-07-09 19:35:31.711365,1,19,3,False,False,2,1,0.5,0,2,True,EVENING_DEGRADATION
txn-0003919,demo-merchant-001,customer-01285,23800.67,INR,CARD,SUCCESS,,IOS,Mumbai,2026-08-08 14:53:16.711365,3,14,5,True,True,0,0,1.0,2,4,True,HIGH_VALUE_CARD_DEGRADATION
txn-0038479,demo-merchant-001,customer-01640,3414.15,INR,WALLET,SUCCESS,,ANDROID,Chennai,2026-06-18 21:17:38.711365,2,21,3,False,False,9,2,0.7778,1,4,False,
txn-0021124,demo-merchant-001,customer-02495,3297.76,INR,NETBANKING,SUCCESS,,IOS,Hyderabad,2026-08-21 21:59:18.711365,1,21,4,False,False,2,1,0.5,0,3,False,
txn-0049718,demo-merchant-001,customer-00651,1062.15,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-08-17 03:22:00.711365,1,3,0,False,False,7,0,1.0,0,4,False,
txn-0042295,demo-merchant-001,customer-00413,2184.23,INR,WALLET,FAILED,Temporary network failure,ANDROID,Bengaluru,2026-07-15 23:06:55.711365,1,23,2,False,False,4,0,1.0,0,5,False,
txn-0047610,demo-merchant-001,customer-04234,1076.68,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-07-16 17:13:38.711365,1,17,3,False,False,8,3,0.625,0,3,False,
txn-0011077,demo-merchant-001,customer-01636,2655.4,INR,NETBANKING,FAILED,Temporary network failure,ANDROID,Delhi,2026-06-11 03:44:44.711365,1,3,3,False,False,1,0,1.0,0,4,False,
txn-0041515,demo-merchant-001,customer-01781,3109.56,INR,NETBANKING,SUCCESS,,DESKTOP,Delhi,2026-07-04 21:53:43.711365,1,21,5,False,False,10,3,0.7,0,1,False,
txn-0022063,demo-merchant-001,customer-00371,2396.78,INR,CARD,SUCCESS,,ANDROID,Mumbai,2026-08-21 21:41:30.711365,1,21,4,False,False,6,1,0.8333,0,1,False,
txn-0009414,demo-merchant-001,customer-00960,1467.56,INR,CARD,FAILED,Bank declined,ANDROID,Delhi,2026-08-24 19:43:23.711365,1,19,0,False,False,3,0,1.0,0,2,False,
txn-0038341,demo-merchant-001,customer-02990,2511.4,INR,UPI,SUCCESS,,ANDROID,Delhi,2026-07-12 00:55:19.711365,1,0,6,False,False,2,0,1.0,0,5,False,
txn-0030264,demo-merchant-001,customer-01047,1134.34,INR,UPI,SUCCESS,,ANDROID,Chennai,2026-06-10 05:01:30.711365,1,5,2,False,False,5,0,1.0,0,1,False,
txn-0041253,demo-merchant-001,customer-00312,1134.94,INR,NETBANKING,SUCCESS,,IOS,Bengaluru,2026-06-28 10:23:12.711365,1,10,6,False,False,11,2,0.8182,0,3,False,
txn-0014645,demo-merchant-001,customer-03130,260.05,INR,NETBANKING,SUCCESS,,DESKTOP,Delhi,2026-06-13 04:28:06.711365,1,4,5,False,False,4,1,0.75,0,4,False,
txn-0026336,demo-merchant-001,customer-02460,1188.92,INR,WALLET,SUCCESS,,DESKTOP,Bengaluru,2026-06-18 09:17:07.711365,1,9,3,False,False,5,3,0.4,0,4,False,
txn-0028103,demo-merchant-001,customer-00714,3269.12,INR,WALLET,SUCCESS,,ANDROID,Hyderabad,2026-06-22 10:37:29.711365,1,10,0,False,False,6,0,1.0,0,4,False,
txn-0017524,demo-merchant-001,customer-01878,2609.9,INR,WALLET,SUCCESS,,DESKTOP,Mumbai,2026-08-26 12:29:22.711365,1,12,2,False,False,1,0,1.0,0,1,False,
txn-0024713,demo-merchant-001,customer-03326,4301.47,INR,UPI,SUCCESS,,DESKTOP,Bengaluru,2026-08-13 02:20:03.711365,1,2,3,False,False,5,0,1.0,0,2,False,
txn-0040486,demo-merchant-001,customer-00152,4074.66,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-07-21 12:47:36.711365,1,12,1,False,False,3,0,1.0,0,1,False,
txn-0003851,demo-merchant-001,customer-01401,29019.03,INR,CARD,SUCCESS,,IOS,Mumbai,2026-07-30 14:31:39.711365,1,14,3,True,False,1,1,0.0,0,1,True,HIGH_VALUE_CARD_DEGRADATION
txn-0040041,demo-merchant-001,customer-02368,8352.59,INR,WALLET,SUCCESS,,DESKTOP,Delhi,2026-08-16 07:32:33.711365,1,7,6,False,False,13,1,0.9231,0,1,False,
txn-0015268,demo-merchant-001,customer-03854,1051.36,INR,UPI,SUCCESS,,IOS,Delhi,2026-07-27 15:17:45.711365,1,15,0,False,False,5,1,0.8,0,2,False,
txn-0049147,demo-merchant-001,customer-01209,1448.3,INR,CARD,FAILED,Temporary network failure,ANDROID,Chennai,2026-06-17 17:48:08.711365,1,17,2,False,False,10,1,0.9,0,2,False,
txn-0030002,demo-merchant-001,customer-03564,3518.51,INR,NETBANKING,SUCCESS,,DESKTOP,Hyderabad,2026-07-25 03:35:22.711365,1,3,5,False,False,3,0,1.0,0,5,False,
txn-0045927,demo-merchant-001,customer-04385,4264.79,INR,CARD,FAILED,Insufficient funds,IOS,Delhi,2026-08-27 00:57:54.711365,1,0,3,False,False,15,1,0.9333,0,3,False,
txn-0043825,demo-merchant-001,customer-02973,3349.57,INR,WALLET,SUCCESS,,ANDROID,Hyderabad,2026-07-24 00:00:30.711365,1,0,4,False,False,14,2,0.8571,0,2,False,
txn-0017241,demo-merchant-001,customer-01295,849.02,INR,UPI,FAILED,Payment timeout,IOS,Mumbai,2026-06-13 01:47:11.711365,1,1,5,False,False,5,2,0.6,0,3,False,
txn-0004893,demo-merchant-001,customer-04949,40193.1,INR,CARD,SUCCESS,,IOS,Mumbai,2026-06-28 15:23:26.711365,1,15,6,True,True,0,0,1.0,0,3,True,HIGH_VALUE_CARD_DEGRADATION
txn-0000726,demo-merchant-001,customer-01824,1726.27,INR,UPI,FAILED,Insufficient funds,ANDROID,Bengaluru,2026-08-29 21:48:13.711365,1,21,5,False,True,0,0,1.0,0,4,True,UPI_DEGRADATION
txn-0022950,demo-merchant-001,customer-04833,6071.58,INR,CARD,SUCCESS,,ANDROID,Mumbai,2026-06-24 04:45:35.711365,1,4,2,False,False,5,3,0.4,0,4,False,
txn-0034658,demo-merchant-001,customer-00694,1917.14,INR,WALLET,SUCCESS,,IOS,Delhi,2026-08-10 09:11:50.711365,1,9,0,False,False,9,1,0.8889,0,5,False,
txn-0037214,demo-merchant-001,customer-01342,1917.06,INR,UPI,SUCCESS,,DESKTOP,Chennai,2026-08-27 21:38:33.711365,1,21,3,False,False,8,2,0.75,0,5,False,
txn-0020305,demo-merchant-001,customer-00441,4195.45,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-09-01 01:44:25.711365,1,1,1,False,False,5,2,0.6,0,4,False,
txn-0015270,demo-merchant-001,customer-02336,1026.16,INR,WALLET,SUCCESS,,ANDROID,Chennai,2026-08-08 21:48:05.711365,1,21,5,False,True,0,0,1.0,0,4,False,
txn-0022368,demo-merchant-001,customer-02398,2687.64,INR,NETBANKING,SUCCESS,,IOS,Chennai,2026-08-30 02:30:03.711365,1,2,6,False,False,3,0,1.0,0,4,False,
txn-0042685,demo-merchant-001,customer-02429,2705.67,INR,NETBANKING,SUCCESS,,DESKTOP,Hyderabad,2026-08-19 19:37:58.711365,1,19,2,False,False,7,2,0.7143,0,1,False,
txn-0046735,demo-merchant-001,customer-02134,689.37,INR,UPI,FAILED,Bank declined,DESKTOP,Mumbai,2026-08-15 09:36:41.711365,1,9,5,False,False,8,2,0.75,0,2,False,
txn-0011733,demo-merchant-001,customer-03010,1175.14,INR,UPI,SUCCESS,,ANDROID,Chennai,2026-08-15 03:35:25.711365,1,3,5,False,False,5,1,0.8,0,1,False,
txn-0018620,demo-merchant-001,customer-02978,2446.04,INR,NETBANKING,SUCCESS,,ANDROID,Chennai,2026-08-20 06:12:46.711365,1,6,3,False,False,5,0,1.0,0,3,False,
txn-0048493,demo-merchant-001,customer-04555,2277.32,INR,CARD,SUCCESS,,DESKTOP,Chennai,2026-08-20 20:24:42.711365,1,20,3,False,False,7,0,1.0,0,3,False,
txn-0026804,demo-merchant-001,customer-00389,1044.53,INR,WALLET,SUCCESS,,IOS,Bengaluru,2026-06-22 07:40:07.711365,2,7,0,False,False,5,3,0.4,1,2,False,
txn-0044306,demo-merchant-001,customer-01790,2112.44,INR,NETBANKING,FAILED,Insufficient funds,ANDROID,Mumbai,2026-08-14 04:24:02.711365,2,4,4,False,False,7,0,1.0,1,5,False,
txn-0047523,demo-merchant-001,customer-03453,937.72,INR,UPI,SUCCESS,,DESKTOP,Delhi,2026-07-23 18:13:09.711365,2,18,3,False,False,5,1,0.8,1,2,False,
txn-0032208,demo-merchant-001,customer-04142,738.35,INR,CARD,SUCCESS,,DESKTOP,Delhi,2026-07-13 13:35:14.711365,1,13,0,False,False,4,0,1.0,0,1,False,
txn-0002531,demo-merchant-001,customer-01033,2921.37,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-06-09 21:27:02.711365,1,21,1,False,True,0,0,1.0,0,3,True,UPI_DEGRADATION
txn-0017747,demo-merchant-001,customer-03688,2354.54,INR,NETBANKING,SUCCESS,,DESKTOP,Chennai,2026-08-18 15:40:56.711365,1,15,1,False,False,2,1,0.5,0,5,False,
txn-0008271,demo-merchant-001,customer-01634,3527.81,INR,CARD,SUCCESS,,ANDROID,Mumbai,2026-07-21 20:25:35.711365,1,20,1,False,False,1,1,0.0,0,5,False,
txn-0015080,demo-merchant-001,customer-04111,1358.47,INR,CARD,SUCCESS,,ANDROID,Delhi,2026-08-27 08:01:13.711365,1,8,3,False,False,1,0,1.0,0,4,False,
txn-0013625,demo-merchant-001,customer-02561,5373.79,INR,UPI,SUCCESS,,DESKTOP,Mumbai,2026-08-23 22:29:22.711365,1,22,6,False,False,1,1,0.0,0,5,False,
txn-0030639,demo-merchant-001,customer-00473,5417.41,INR,NETBANKING,SUCCESS,,DESKTOP,Delhi,2026-08-05 00:53:27.711365,1,0,2,False,False,5,0,1.0,0,4,False,
txn-0030441,demo-merchant-001,customer-02856,1448.78,INR,NETBANKING,FAILED,Insufficient funds,IOS,Hyderabad,2026-07-28 13:46:45.711365,1,13,1,False,False,4,0,1.0,0,3,False,
txn-0036057,demo-merchant-001,customer-00936,3072.14,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-06-25 01:00:25.711365,1,1,3,False,False,8,1,0.875,0,3,False,
txn-0042652,demo-merchant-001,customer-04650,501.14,INR,WALLET,SUCCESS,,IOS,Hyderabad,2026-06-09 09:50:11.711365,1,9,1,False,False,7,2,0.7143,0,2,False,
txn-0036804,demo-merchant-001,customer-02035,479.04,INR,WALLET,SUCCESS,,DESKTOP,Mumbai,2026-07-04 05:12:21.711365,1,5,5,False,False,8,1,0.875,0,1,False,
txn-0048225,demo-merchant-001,customer-03836,6617.14,INR,CARD,SUCCESS,,IOS,Hyderabad,2026-07-04 09:45:38.711365,1,9,5,False,False,15,1,0.9333,0,3,False,
txn-0029227,demo-merchant-001,customer-02930,2104.46,INR,NETBANKING,SUCCESS,,IOS,Mumbai,2026-08-08 22:11:49.711365,1,22,5,False,False,7,0,1.0,0,5,False,
txn-0005634,demo-merchant-001,customer-01954,2128.98,INR,UPI,SUCCESS,,IOS,Delhi,2026-08-28 19:46:08.711365,1,19,4,False,True,0,0,1.0,0,5,True,EVENING_DEGRADATION
txn-0005988,demo-merchant-001,customer-02714,1601.81,INR,WALLET,SUCCESS,,ANDROID,Mumbai,2026-08-02 20:58:59.711365,2,20,6,False,False,1,1,0.0,1,3,True,EVENING_DEGRADATION
txn-0048064,demo-merchant-001,customer-00369,1702.6,INR,NETBANKING,SUCCESS,,ANDROID,Chennai,2026-06-24 07:24:21.711365,1,7,2,False,False,6,2,0.6667,0,4,False,
txn-0001813,demo-merchant-001,customer-02813,7263.95,INR,UPI,FAILED,Insufficient funds,ANDROID,Bengaluru,2026-06-28 20:19:22.711365,1,20,6,False,True,0,0,1.0,0,4,True,UPI_DEGRADATION
txn-0027579,demo-merchant-001,customer-00352,614.66,INR,UPI,SUCCESS,,IOS,Mumbai,2026-07-26 08:34:08.711365,2,8,6,False,False,5,0,1.0,1,1,False,
txn-0016824,demo-merchant-001,customer-02495,4565.55,INR,CARD,SUCCESS,,IOS,Bengaluru,2026-06-07 03:57:50.711365,1,3,6,False,False,1,1,0.0,0,5,False,
txn-0003929,demo-merchant-001,customer-03622,14814.54,INR,CARD,FAILED,Temporary network failure,IOS,Mumbai,2026-08-06 13:56:49.711365,1,13,3,True,True,0,0,1.0,0,5,True,HIGH_VALUE_CARD_DEGRADATION
txn-0037287,demo-merchant-001,customer-02291,653.12,INR,WALLET,SUCCESS,,IOS,Bengaluru,2026-08-28 14:19:44.711365,2,14,4,False,False,6,1,0.8333,1,5,False,
txn-0025046,demo-merchant-001,customer-02103,1835.18,INR,WALLET,SUCCESS,,DESKTOP,Hyderabad,2026-07-01 18:03:39.711365,1,18,2,False,False,7,0,1.0,0,4,False,
txn-0015728,demo-merchant-001,customer-00857,1871.02,INR,CARD,SUCCESS,,IOS,Mumbai,2026-08-08 13:44:20.711365,2,13,5,False,False,10,2,0.8,1,1,False,
txn-0029601,demo-merchant-001,customer-02124,2373.36,INR,WALLET,SUCCESS,,ANDROID,Mumbai,2026-08-19 02:55:03.711365,2,2,2,False,False,7,2,0.7143,1,3,False,
txn-0010431,demo-merchant-001,customer-02535,4224.37,INR,CARD,SUCCESS,,IOS,Delhi,2026-07-04 06:53:18.711365,1,6,5,False,False,2,0,1.0,0,4,False,
txn-0025769,demo-merchant-001,customer-02545,1797.18,INR,NETBANKING,SUCCESS,,ANDROID,Mumbai,2026-06-26 12:29:01.711365,1,12,4,False,False,2,0,1.0,0,3,False,
txn-0029104,demo-merchant-001,customer-01092,7729.8,INR,WALLET,SUCCESS,,IOS,Hyderabad,2026-06-08 20:06:41.711365,1,20,0,False,False,5,1,0.8,0,5,False,
txn-0036538,demo-merchant-001,customer-03586,8523.42,INR,NETBANKING,SUCCESS,,IOS,Delhi,2026-08-09 01:31:24.711365,2,1,6,False,False,9,3,0.6667,1,4,False,
txn-0039329,demo-merchant-001,customer-03694,4354.79,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-07-19 23:46:04.711365,1,23,6,False,False,11,3,0.7273,0,5,False,
txn-0035540,demo-merchant-001,customer-01476,1424.78,INR,UPI,FAILED,Bank declined,IOS,Bengaluru,2026-07-01 07:57:26.711365,1,7,2,False,False,7,3,0.5714,0,2,False,
txn-0028076,demo-merchant-001,customer-01327,2203.71,INR,WALLET,SUCCESS,,IOS,Delhi,2026-08-15 14:03:41.711365,1,14,5,False,False,10,4,0.6,0,3,False,
txn-0017841,demo-merchant-001,customer-02079,1394.61,INR,CARD,SUCCESS,,ANDROID,Delhi,2026-08-24 05:57:35.711365,1,5,0,False,False,5,1,0.8,0,4,False,
txn-0027803,demo-merchant-001,customer-04106,638.72,INR,CARD,SUCCESS,,IOS,Bengaluru,2026-08-08 13:59:31.711365,1,13,5,False,False,4,1,0.75,0,3,False,
txn-0007683,demo-merchant-001,customer-03110,991.82,INR,WALLET,SUCCESS,,DESKTOP,Mumbai,2026-07-26 18:36:19.711365,3,18,6,False,False,1,1,0.0,2,4,True,EVENING_DEGRADATION
txn-0024280,demo-merchant-001,customer-03110,4798.35,INR,WALLET,SUCCESS,,DESKTOP,Mumbai,2026-08-12 02:23:51.711365,1,2,2,False,False,6,1,0.8333,0,1,False,
txn-0033071,demo-merchant-001,customer-02003,2053.71,INR,NETBANKING,SUCCESS,,ANDROID,Mumbai,2026-06-06 22:04:52.711365,1,22,5,False,False,2,0,1.0,0,1,False,
txn-0035558,demo-merchant-001,customer-03256,4601.95,INR,NETBANKING,FAILED,Payment timeout,IOS,Hyderabad,2026-07-15 19:05:53.711365,1,19,2,False,False,4,0,1.0,0,1,False,
txn-0037190,demo-merchant-001,customer-03629,1468.54,INR,WALLET,SUCCESS,,ANDROID,Chennai,2026-07-14 08:25:03.711365,1,8,1,False,False,6,2,0.6667,0,3,False,
txn-0047150,demo-merchant-001,customer-03116,7538.88,INR,CARD,SUCCESS,,DESKTOP,Chennai,2026-06-26 23:17:51.711365,1,23,4,False,False,5,1,0.8,0,1,False,
txn-0046916,demo-merchant-001,customer-01044,2695.35,INR,CARD,SUCCESS,,IOS,Chennai,2026-07-18 16:02:30.711365,1,16,5,False,False,5,0,1.0,0,2,False,
txn-0009802,demo-merchant-001,customer-04257,5561.65,INR,UPI,SUCCESS,,IOS,Delhi,2026-06-18 18:18:19.711365,1,18,3,False,False,2,1,0.5,0,5,False,
txn-0038801,demo-merchant-001,customer-02484,2301.73,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-07-27 13:54:45.711365,1,13,0,False,False,11,4,0.6364,0,5,False,
txn-0024670,demo-merchant-001,customer-02917,1805.09,INR,CARD,SUCCESS,,DESKTOP,Mumbai,2026-08-03 15:13:40.711365,1,15,0,False,False,4,1,0.75,0,2,False,
txn-0044234,demo-merchant-001,customer-01660,752.08,INR,CARD,SUCCESS,,IOS,Delhi,2026-08-03 04:35:22.711365,1,4,0,False,False,10,2,0.8,0,4,False,
txn-0031920,demo-merchant-001,customer-04012,1118.31,INR,UPI,SUCCESS,,DESKTOP,Bengaluru,2026-06-10 19:40:28.711365,1,19,2,False,False,8,3,0.625,0,2,False,
txn-0007135,demo-merchant-001,customer-01641,1906.79,INR,CARD,SUCCESS,,IOS,Chennai,2026-07-02 20:27:07.711365,1,20,3,False,False,1,0,1.0,0,4,True,EVENING_DEGRADATION
txn-0033705,demo-merchant-001,customer-03274,3966.7,INR,UPI,SUCCESS,,ANDROID,Chennai,2026-06-22 00:41:03.711365,1,0,0,False,False,9,2,0.7778,0,2,False,
txn-0029661,demo-merchant-001,customer-03986,5617.33,INR,NETBANKING,SUCCESS,,IOS,Mumbai,2026-06-18 06:05:09.711365,3,6,3,False,False,9,2,0.7778,2,4,False,
txn-0017894,demo-merchant-001,customer-04804,2704.17,INR,UPI,SUCCESS,,DESKTOP,Hyderabad,2026-07-19 10:28:07.711365,1,10,6,False,False,3,0,1.0,0,5,False,
txn-0022019,demo-merchant-001,customer-03359,1006.85,INR,UPI,SUCCESS,,DESKTOP,Chennai,2026-08-14 17:40:11.711365,1,17,4,False,False,1,0,1.0,0,2,False,
txn-0013539,demo-merchant-001,customer-02692,3362.93,INR,NETBANKING,SUCCESS,,IOS,Mumbai,2026-07-23 14:43:57.711365,1,14,3,False,False,7,3,0.5714,0,5,False,
txn-0043119,demo-merchant-001,customer-02259,372.22,INR,NETBANKING,SUCCESS,,DESKTOP,Bengaluru,2026-07-06 09:10:03.711365,1,9,0,False,False,9,1,0.8889,0,5,False,
txn-0036421,demo-merchant-001,customer-00563,605.99,INR,NETBANKING,SUCCESS,,ANDROID,Delhi,2026-08-22 02:13:06.711365,1,2,5,False,False,8,0,1.0,0,3,False,
txn-0009406,demo-merchant-001,customer-00417,1532.21,INR,WALLET,SUCCESS,,ANDROID,Bengaluru,2026-08-01 22:53:41.711365,1,22,5,False,False,2,0,1.0,0,3,False,
txn-0013414,demo-merchant-001,customer-01850,2292.13,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-08-14 19:19:05.711365,1,19,4,False,False,2,0,1.0,0,3,False,
txn-0006721,demo-merchant-001,customer-02225,4756.67,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-08-25 20:48:40.711365,1,20,1,False,True,0,0,1.0,0,4,True,EVENING_DEGRADATION
txn-0015602,demo-merchant-001,customer-04515,3039.59,INR,NETBANKING,SUCCESS,,ANDROID,Mumbai,2026-08-07 23:52:18.711365,2,23,4,False,False,2,0,1.0,1,5,False,
txn-0044744,demo-merchant-001,customer-03898,465.42,INR,WALLET,FAILED,Authentication failure,DESKTOP,Hyderabad,2026-07-07 16:13:09.711365,2,16,1,False,False,6,1,0.8333,1,4,False,
txn-0031139,demo-merchant-001,customer-03206,3432.6,INR,UPI,SUCCESS,,IOS,Bengaluru,2026-07-11 08:33:50.711365,1,8,5,False,False,5,0,1.0,0,1,False,
txn-0002730,demo-merchant-001,customer-01471,1356.49,INR,UPI,FAILED,Payment timeout,ANDROID,Bengaluru,2026-07-09 21:56:33.711365,2,21,3,False,True,0,0,1.0,1,5,True,UPI_DEGRADATION
txn-0038243,demo-merchant-001,customer-03086,2960.9,INR,UPI,SUCCESS,,DESKTOP,Delhi,2026-07-16 21:43:40.711365,1,21,3,False,False,5,0,1.0,0,1,False,
txn-0029626,demo-merchant-001,customer-02699,1471.23,INR,UPI,SUCCESS,,ANDROID,Hyderabad,2026-07-21 19:42:52.711365,2,19,1,False,False,7,1,0.8571,1,5,False,
txn-0047895,demo-merchant-001,customer-04593,3941.83,INR,UPI,SUCCESS,,IOS,Hyderabad,2026-06-05 05:45:41.711365,1,5,4,False,False,9,2,0.7778,0,4,False,
txn-0042091,demo-merchant-001,customer-01914,268.16,INR,UPI,SUCCESS,,ANDROID,Mumbai,2026-08-25 06:50:56.711365,1,6,1,False,False,8,1,0.875,0,1,False,
